filename,label,split
LA_E_4215166.npy,fake,train
LA_E_6092883.npy,fake,train
LA_E_9989698.npy,fake,train
LA_E_2520601.npy,fake,train
LA_E_2143322.npy,fake,train
LA_E_5157926.npy,fake,train
LA_E_4692719.npy,fake,train
LA_E_6816952.npy,fake,train
LA_E_8562955.npy,fake,train
LA_E_1890704.npy,fake,train
LA_E_7642353.npy,fake,train
LA_E_5015729.npy,fake,train
LA_E_7546380.npy,fake,train
LA_E_1424685.npy,fake,train
LA_E_8155315.npy,fake,train
LA_E_4735828.npy,fake,train
LA_E_7411665.npy,fake,train
LA_E_8844552.npy,fake,train
LA_E_1528017.npy,fake,train
LA_E_8814547.npy,fake,train
LA_E_5210371.npy,fake,train
LA_E_8534064.npy,fake,train
LA_E_9588641.npy,fake,train
LA_E_1781840.npy,fake,train
LA_E_4732931.npy,fake,train
LA_E_6163791.npy,fake,train
LA_E_7355163.npy,fake,train
LA_E_2402721.npy,fake,train
LA_E_1223847.npy,fake,train
LA_E_8872199.npy,fake,train
LA_E_6427721.npy,fake,train
LA_E_1025210.npy,fake,train
LA_E_9210968.npy,fake,train
LA_E_9328266.npy,fake,train
LA_E_2947508.npy,fake,train
LA_E_7503879.npy,fake,train
LA_E_2834763.npy,fake,train
LA_E_3581504.npy,fake,train
LA_E_9853957.npy,fake,train
LA_E_5932896.npy,fake,train
LA_E_2394352.npy,fake,train
LA_E_8992946.npy,fake,train
LA_E_3378367.npy,fake,train
LA_E_8979583.npy,fake,train
LA_E_4988348.npy,fake,train
